TABLE S4: 3D7 vs HB3 Competitive Genomic Hybridization Data
Bozdech & Llinas et al.

This table contains all of the intensity data from competitive genomic hybridizations of genomic  
DNA derived from the 3D7 and HB3 strains of P. falciparum. The averaged intensities from three
microarray hybridization experiments are listed.  A %3D7 intensity in the HB3 channel 
of '-1' indicates that signal in these spots for one or both of the strains was below background.
Strains used in this study were obtained from the Malaria Resource Center (MR4).

Column 1: Oligonucleotide ID
Column 2: PlasmoDB ID
Column 3: PlasmoDB Manual annotation 
Column 4: Averaged normalized intensity for strain 3D7
Column 5: Averaged normalized intensity for strain HB3
Column 6: % of 3D7 intensity in the HB3 channel

Oligonucleotide ID	PlasmoDB ID	Manual annotation	3D7 averaged normalized intensity	HB3 averaged normalized intensity	%3D7 intensity
F59084_1	NULL		493.62	447.83	0.91
F5910_2	PFI1445w	hypothetical protein	553.95	624.83	1.13
F59139_1	PF07_0126	hypothetical protein	301.62	312.16	1.03
F59139_2	PF07_0126	hypothetical protein	835.28	711.16	0.85
F59139_4	PF07_0126	hypothetical protein	618.62	639.16	1.03
F59165_1	MAL8P1.134	hypothetical protein	697.38	621.03	0.89
F59197_1	PF08_0102	asparagine-rich antigen Pfa55-14	668.28	603.16	0.9
F59212_1	PF08_0042	ATP-dependent RNA helicase prh1, putative	760.62	644.16	0.85
F59310_5	PF08_0114	hypothetical protein	490.95	485.16	0.99
F59325_1	MAL6P1.76	uroporphyrinogen decarboxylase, putative	719.95	654.5	0.91
F59453_1	MAL6P1.291	ribosomal protein L18, putative	871.28	792.16	0.91
F5951_1	MAL6P1.255	alpha adaptin-like protein, putative	774.28	791.5	1.02
F59681_5	NULL		330.95	360.5	1.09
F59967_3	MAL8P1.139	hypothetical protein	668.95	653.5	0.98
F60089_1	MAL7P1.57	rifin	450.28	369.5	0.82
F60188_2	MAL8P1.111	hypothetical protein	934.95	839.5	0.9
F60196_1	NULL		1084.28	876.5	0.81
F6022_1	PFD0330w	hypothetical protein	643.62	575.16	0.89
F60464_2	NULL		932.62	913.83	0.98
F6061_1	MAL8P1.12	hypothetical protein	826.28	905.5	1.1
F60633_2	PFE1060c	hypothetical protein	683.28	711.5	1.04
F607_1	NULL		1177.95	1134.16	0.96
F6077_1	PFD0760c	hypothetical protein	668.62	687.5	1.03
F60886_1	PF07_0027	DNA-directed RNA polymerase 2 8.2 kDa polypeptide, putative	532.95	525.83	0.99
F61052_1	NULL		809.95	698.5	0.86
F61115_1	MAL6P1.305	hypothetical protein	531.62	560.16	1.05
F61158_1	PF08_0095	dihydropteroate synthetase	764.62	646.5	0.85
F61293_1	PFI1075w	hypothetical protein	206.62	234.83	1.14
F61469_1	MAL8P1.134	hypothetical protein	889.28	697.5	0.78
F61691_1	NULL		441.28	399.5	0.91
F61856_1	PF08_0002	conserved hypothetical protein, conserved in P. falciparum	364.95	236.16	0.65
F61859_2	PFD0640c	rifin	834.62	873.16	1.05
F61881_1	PF08_0098	abc transporter, putative	491.95	434.5	0.88
F62141_1	MAL6P1.63	hypothetical protein	621.62	547.83	0.88
F62161_1	NULL		937.28	914.5	0.98
F62233_2	MAL7P1.131	hypothetical protein	741.95	693.16	0.93
F62285_1	PF07_0104	kinesin-like protein, putative	454.28	449.16	0.99
F62329_1	PF07_0014	hypothetical protein	511.95	478.83	0.94
F62329_2	PF07_0014	hypothetical protein	598.28	609.5	1.02
F62396_2	MAL7P1.144	hypothetical protein, conserved	634.62	580.5	0.91
F62483_1	PFE0065w	skeleton binding protein	1028.62	1113.5	1.08
F62610_1	PFE0245c	hypothetical protein	631.62	617.5	0.98
F62610_11	NULL		1000.62	782.5	0.78
F62610_13	PFE0275w	hypothetical protein	599.95	529.16	0.88
F62610_2	PFE0250w	hypothetical protein	466.95	390.16	0.84
F62610_5	PFE0260w	hypothetical protein	599.95	549.16	0.92
F6265_1	PF07_0106	hypothetical protein	372.28	407.16	1.09
F62827_1	NULL		378.62	459.83	1.21
F62846_1	MAL7P1.15	hypothetical protein	937.28	876.5	0.94
F62877_1	NULL		491.62	507.83	1.03
F63057_1	PFL1795c	hypothetical protein	383.95	398.16	1.04
F63161_1	PFD0735c	hypothetical protein	618.28	583.16	0.94
F63188_2	MAL6P1.254	hypothetical protein	844.62	868.16	1.03
F63188_3	MAL6P1.254	hypothetical protein	423.62	449.16	1.06
F63326_1	MAL8P1.25	hypothetical protein	804.62	597.83	0.74
F6335_1	PFI0975c	hypothetical protein	458.95	473.83	1.03
F63380_2	MAL6P1.4	erythrocyte membrane protein 1 (PfEMP1)	598.62	49.5	0.08
F63399_1	MAL8P1.40	RNA-binding protein, putative	407.28	441.16	1.08
F63433_1	PFD1015c	erythrocyte membrane protein 1 (PfEMP1)	499.28	103.16	0.21
F63448_3	NULL		1056.95	1070.83	1.01
F63632_3	NULL		62.88	81.53	1.3
F63677_2	PFE1360c	methionine aminopeptidase, putative	671.62	591.16	0.88
F63812_1	MAL8P1.70	hypothetical protein	403.95	399.5	0.99
F63860_1	NULL		455.28	18.5	0.04
F63949_1	MAL7P1.31	hypothetical protein	986.62	799.83	0.81
F63999_1	PFC0540w	hypothetical protein	41.93	84.81	2.02
F64095_1	PFI1165c	hypothetical protein	663.28	443.16	0.67
F64125_1	PFE0515w	hypothetical protein	830.62	804.5	0.97
F64125_2	PFE0520c	topoisomerase I	487.62	481.5	0.99
F64192_2	PFD1060w	u5 small nuclear ribonucleoprotein-specific protein, putative	166.28	150.5	0.91
F64224_1	NULL		66.43	39.81	0.6
F64252_1	MAL8P1.68	hypothetical protein	356.95	349.5	0.98
F64345_2	PFL1590c	elongation factor g, putative	520.28	490.83	0.94
F64347_1	MAL8P1.157	hypothetical protein	418.28	434.5	1.04
F64347_2	MAL8P1.157	hypothetical protein	705.62	680.83	0.96
F6440_1	PF07_0053	hypothetical protein	583.28	632.83	1.08
F6440_2	PF07_0053	hypothetical protein	793.28	769.5	0.97
F64400_1	NULL		969.62	843.83	0.87
F64549_1	MAL7P1.68	hypothetical protein	684.95	671.5	0.98
F64732_1	PFD0985w	hypothetical protein	1144.28	1034.83	0.9
F64735_1	MAL6P1.131	SET-domain protein, putative	681.95	602.5	0.88
F64735_2	MAL6P1.131	SET-domain protein, putative	274.95	305.5	1.11
F64738_1	PF07_0082	hypothetical protein	381.95	426.83	1.12
F64738_4	PF07_0082	hypothetical protein	560.95	551.5	0.98
F64738_5	PF07_0081	hypothetical protein	762.95	692.16	0.91
F64788_1	PF07_0028	hypothetical protein	446.62	479.5	1.07
F64888_1	PF07_0049	erythrocyte membrane protein 1 (PfEMP1)	607.95	38.5	0.06
F64903_1	NULL		312.95	341.16	1.09
F65043_1	MAL7P1.7	RESA-like protein	1130.62	1027.5	0.91
F65043_3	MAL7P1.7	RESA-like protein	380.28	394.5	1.04
F65043_4	MAL7P1.7	RESA-like protein	966.62	871.83	0.9
F65167_1	MAL6P1.267	hypothetical protein	730.62	630.83	0.86
F65467_1	MAL6P1.41	hypothetical protein	92.28	71.16	0.77
F65493_3	PF08_0056	zinc finger protein, putative	701.95	616.83	0.88
F65658_4	PFE1505w	hypothetical protein	311.62	285.5	0.92
F65698_1	MAL8P1.64	hypothetical protein	149.62	138.16	0.92
F65704_2	NULL		655.28	707.83	1.08
F65819_1	NULL		519.28	545.5	1.05
F66030_3	NULL		665.95	617.83	0.93
F66126_1	PFI0015c	rifin	645.62	718.16	1.11
F66271_1	NULL		233.28	268.83	1.15
F66430_1	NULL		491.28	438.16	0.89
F66450_1	PF08_0082	hypothetical protein	522.62	517.5	0.99
F66493_1	NULL		500.62	474.83	0.95
F66664_1	NULL		37.38	25.03	0.67
F66665_1	PF07_0024	hypothetical protein	377.28	327.16	0.87
F66763_1	NULL		-6.24	31.17	-1
F66828_1	NULL		833.28	796.16	0.96
F66828_2	MAL7P1.83	hypothetical protein	-3.24	52.17	-1
F66893_1	MAL8P1.156	hypothetical protein	557.62	505.5	0.91
F66997_1	MAL7P1.50	erythrocyte membrane protein 1 (PfEMP1)	574.95	51.5	0.09
F67045_1	PFI0550w	hypothetical protein	1012.95	929.83	0.92
F67106_1	MAL6P1.211	hypothetical protein	805.95	751.16	0.93
F67106_2	MAL6P1.211	hypothetical protein	379.95	442.5	1.16
F67192_1	NULL		156.95	88.83	0.57
F67281_1	MAL8P1.10	hypothetical protein, conserved	418.62	481.16	1.15
F67294_1	MAL7P1.162	dynein heavy chain, putative	841.28	800.83	0.95
F67368_3	PFI1810w	rifin	858.62	238.5	0.28
F67443_1	PF07_0101	hypothetical protein	963.62	986.83	1.02
F67535_8	PFD0920w	hypothetical protein	439.28	461.5	1.05
F67629_1	PF10_0025	PF70 protein	356.95	440.83	1.23
F67639_2	MAL6P1.289	hypothetical protein	616.62	657.16	1.07
F67648_2	PF07_0003	rifin	517.95	181.5	0.35
F67707_1	PFE0090w	hypothetical protein	431.95	398.83	0.92
F67779_1	NULL		471.28	371.5	0.79
F67796_1	PFI0675w	hypothetical protein	187.28	181.83	0.97
F67874_1	MAL6P1.147	hypothetical protein	606.62	485.16	0.8
F67973_1	PF07_0100	hypothetical protein	629.62	518.5	0.82
F68156_1	MAL6P1.271	cdc2-like protein kinase, putative	618.95	611.83	0.99
F68157_1	MAL6P1.29	hypothetical protein	590.95	533.83	0.9
F68282_1	PFI1720w	hypothetical protein	744.28	614.16	0.83
F68361_2	NULL		514.62	405.5	0.79
F68446_1	PF08_0142	erythrocyte membrane protein 1 (PfEMP1)	1021.28	181.5	0.18
F68446_2	PF08_0142	erythrocyte membrane protein 1 (PfEMP1)	186.95	-11.17	-1
F68459_1	NULL		48.28	20.83	0.43
F68474_2	NULL		593.95	610.83	1.03
F6856_1	NULL		1331.95	1201.83	0.9
F6858_1	MAL8P1.105	hypothetical protein	1177.28	1038.16	0.88
F68634_3	PF08_0044	protein kinase	693.28	666.5	0.96
F68670_1	MAL7P1.93	mitochondrial ribosomal protein S8, putative	893.62	796.16	0.89
F68714_2	NULL		708.62	652.16	0.92
F68864_1	MAL6P1.39	hypothetical protein	1165.28	981.83	0.84
F68934_2	PF07_0038	Cg7	862.95	888.5	1.03
F69158_1	MAL8P1.34	hypothetical protein	518.28	434.83	0.84
F69171_1	MAL7P1.122	conserved GTP-binding protein, putative	588.28	502.83	0.85
F69174_1	NULL		199.95	177.5	0.89
F6919_1	MAL6P1.225	hypothetical protein	556.62	603.16	1.08
F692_1	MAL6P1.36	dihydroorotate dehydrogenase, mitochondrial precursor	368.62	367.16	1
F69212_1	PF07_0064	hypothetical protein	1403.95	1070.83	0.76
F69212_2	PF07_0063	hypothetical protein	860.62	720.83	0.84
F69576_1	MAL7P1.126	hypothetical protein	719.28	711.83	0.99
F69670_1	PFL0360c	hypothetical protein	710.62	733.5	1.03
F69725_1	PFI0570w	GTP-binding protein, putative	567.95	512.16	0.9
F69867_2	PF07_0013	hypothetical protein	442.62	397.16	0.9
F69929_1	NULL		594.62	551.5	0.93
F69951_1	PF08_0081	hypothetical protein	427.62	411.16	0.96
F69951_2	PF08_0081	hypothetical protein	717.62	622.16	0.87
F70068_1	PFD0825c	RNA-binding protein of pumilio/mpt5 family, putative	797.28	710.16	0.89
F70095_1	PFI1060w	hypothetical protein	926.62	791.16	0.85
F7015_1	PF07_0030	P. falciparum strain 3D7 heat shock protein 86	454.62	422.16	0.93
F70278_2	PF08_0085	ubiquitin-conjugating enzyme, putative	323.95	309.5	0.96
F70501_1	PFL2405c	PFG377 protein	232.28	219.83	0.95
F70599_1	MAL8P1.157	hypothetical protein	588.28	645.83	1.1
F70676_1	MAL8P1.62	hypothetical protein	308.62	339.16	1.1
F70676_3	MAL8P1.63	hypothetical protein, conserved	641.62	679.16	1.06
F70761_1	NULL		769.95	689.83	0.9
F70772_1	MAL7P1.73	calcium/calmodulin-dependent protein kinase, putative	692.62	659.16	0.95
F70772_2	NULL		1060.62	937.16	0.88
F70779_1	NULL		656.62	648.16	0.99
F70835_1	MAL7P1.137	kelch protein, putative	316.28	405.16	1.28
F71022_1	PF07_0113	hypothetical protein	600.28	654.5	1.09
F71033_2	MAL7P1.160	hypothetical protein	565.95	597.83	1.06
F71033_3	MAL7P1.160	hypothetical protein	689.95	704.16	1.02
F71039_2	MAL7P1.150	cysteine desulfurase, putative	502.62	439.5	0.87
F71039_5	MAL7P1.150	cysteine desulfurase, putative	725.62	600.16	0.83
F71067_4	PFD0135w	VAR pseudogene	375.28	386.16	1.03
F71096_1	PFI0990c	hypothetical protein	1180.62	1072.83	0.91
F71130_3	PFE0835w	ubiquitin carboxyl-terminal hydrolase 2, putative	352.28	351.16	1
F71130_4	PFE0840c	hypothetical protein	469.28	465.83	0.99
F71176_2	PFE0405c	hypothetical protein	1020.28	1009.16	0.99
F71176_5	PFE0400w	hypothetical protein	1045.62	1196.83	1.14
F71182_1	MAL7P1.19	hypothetical protein	594.95	487.5	0.82
F71182_3	MAL7P1.19	hypothetical protein	583.62	538.83	0.92
F71224_1	MAL7P1.88	hypothetical protein	731.28	631.5	0.86
F71224_3	NULL		578.28	618.83	1.07
F71239_1	PF07_0055	hypothetical protein	403.28	473.16	1.17
F713_1	NULL		303.62	226.16	0.74
F71520_1	PFL2030w	queuine tRNA ribosyltransferase, putative	678.28	646.16	0.95
F71594_1	MAL6P1.93	hypothetical protein	450.28	397.5	0.88
F71665_1	NULL		422.62	448.83	1.06
F71755_1	MAL6P1.70	coatomer alpha subunit, putative	817.62	608.16	0.74
F71853_2	PFE0820c	hypothetical protein, conserved	506.28	499.16	0.99
F71883_1	MAL6P1.75	hypothetical protein, conserved	715.28	705.5	0.99
F71933_1	PF07_0007	hypothetical protein	944.28	929.16	0.98
F720_1	PF08_0060	asparagine-rich antigen	874.28	775.16	0.89
F720_2	PF08_0060	asparagine-rich antigen	272.62	344.16	1.26
F72113_1	NULL		897.28	826.83	0.92
F72257_2	MAL7P1.155	hypothetical protein	489.28	533.5	1.09
F72257_3	NULL		1085.28	1085.5	1
F7227_2	PF07_0134	rifin	780.28	87.83	0.11
F7227_5	NULL		662.62	145.16	0.22
F72410_2	PF08_0113	vacuolar proton translocating ATPase  subunit A	407.95	446.16	1.09
F7288_1	PF07_0059	4-nitrophenylphosphatase	604.62	596.83	0.99
F7374_1	PF08_0078	hypothetical protein	484.28	448.83	0.93
F7374_2	PF08_0077	GDP-mannose 4,6-dehydratase, putative	589.95	610.83	1.04
F739_1	PF07_0128	erythrocyte binding antigen	605.62	512.5	0.85
F740_1	PF08_0068	hypothetical protein	996.62	864.83	0.87
F7508_2	PFE0105c	hypothetical protein	545.62	564.16	1.03
F7632_1	MAL8P1.91	hypothetical protein	796.62	859.16	1.08
F7632_3	MAL8P1.91	hypothetical protein	516.62	480.83	0.93
F7809_2	PFE0560c	hypothetical protein	316.28	337.16	1.07
F7809_6	PFE0550w	hypothetical protein	540.28	478.16	0.89
F7828_1	MAL7P1.81	eukaryotic translation initiation factor 3 37.28 kDa subunit, putative	611.95	654.5	1.07
F784_1	PFL2135c	hypothetical protein	491.95	414.83	0.84
F7915_1	MAL6P1.65	ubiquitin-conjugating enzyme E2, putative	730.28	670.16	0.92
F792_1	PFI0550w	hypothetical protein	399.28	360.5	0.9
F7922_1	MAL6P1.61	DNA repair protein RAD50, putative	858.28	786.5	0.92
F8009_1	NULL		484.28	478.83	0.99
F8027_1	PF07_0115	integral membrane protein, putative	506.95	410.5	0.81
F8027_3	PF07_0115	integral membrane protein, putative	1412.28	1214.5	0.86
F8058_1	PFD1175w	Plasmodium falciparum trophozoite antigen r45-like protein	46.76	85.17	1.82
F8291_1	PFD0985w	hypothetical protein	506.95	451.5	0.89
F8429_3	PFL1510c	hypothetical protein	569.95	463.83	0.81
F8433_1	MAL6P1.147	hypothetical protein	619.62	552.83	0.89
F8511_1	PFI1475w	merozoite surface protein 1, precursor	393.95	440.5	1.12
F8554_1	PF07_0089	hypothetical protein	777.95	688.16	0.88
F8612_1	PF07_0016	hypothetical protein	1126.28	1117.83	0.99
F8612_2	NULL		3041.95	3513.5	1.16
F8921_1	PF07_0129	ATP-dept. acyl-coa synthetase	727.62	773.83	1.06
F8939_1	MAL6P1.82	hypothetical protein	999.62	930.83	0.93
F8939_2	MAL6P1.83	hypothetical protein, conserved	665.95	696.16	1.05
F8956_1	MAL8P1.75	hypothetical protein	669.95	632.5	0.94
F9091_1	MAL7P1.132	hypothetical protein	1088.95	1014.83	0.93
F9123_1	NULL		804.62	803.83	1
F9247_1	PF07_0058	hypothetical protein	735.28	762.16	1.04
F960_1	PF07_0113	hypothetical protein	724.95	668.16	0.92
F960_2	NULL		1343.95	1020.16	0.76
F960_3	NULL		1074.28	978.5	0.91
F960_4	PF07_0112	proteasome subunit alpha type 5, putative	269.62	277.16	1.03
F960_5	PF07_0112	proteasome subunit alpha type 5, putative	1064.95	986.16	0.93
F960_7	MAL7P1.151	modification methylase-like protein	906.95	747.5	0.82
F960_8	MAL7P1.151	modification methylase-like protein	939.62	812.83	0.87
F9676_1	PF07_0086	hypothetical protein	260.62	275.5	1.06
I10055_2	NULL		766.95	754.5	0.98
I10209_1	PFI1085w	ubiquitin-like protein, putative	356.62	361.83	1.01
I10218_1	MAL13P1.107	hypothetical protein	682.95	683.83	1
I1033_3	PFI1730w	cytoadherence linked asexual protein (CLAG)	610.95	428.5	0.7
I10472_1	PFL2520w	reticulocyte-binding protein, putative	779.95	747.5	0.96
I10565_1	PFI0570w	GTP-binding protein, putative	680.28	590.83	0.87
I10630_1	PFI1695c	small nuclear ribonucleoprotein (snRNP), putative	865.28	744.16	0.86
I10790_1	PFI0850w	hypothetical protein	614.95	544.83	0.89
I10798_1	PFI0550w	hypothetical protein	825.95	719.16	0.87
I10869_1	PFI0355c	ATP-dependent heat shock protein, putative	918.95	658.83	0.72
I10869_2	PFI0360c	hypothetical protein	1124.28	999.5	0.89
I10882_1	PFI1265w	hypothetical protein	898.28	901.5	1
I10955_1	NULL		424.28	461.16	1.09
I11056_2	NULL		1009.28	825.83	0.82
I11161_1	NULL		627.28	588.83	0.94
I11182_1	PFI0880c	acid phosphatase, putative	297.95	347.16	1.17
I11211_1	NULL		788.28	802.5	1.02
I11271_1	NULL		539.95	541.83	1
I11281_1	PFI1540w	hypothetical protein	581.28	592.16	1.02
I11291_1	PF13_0348	hypothetical protein	740.28	728.5	0.98
I11342_1	PFI0605c	hypothetical protein, conserved	697.28	719.16	1.03
I1136_2	NULL		5089.62	1781.83	0.35
I11369_1	NULL		532.28	421.16	0.79
I11401_1	PFI0525w	nucleotide binding protein, putative	401.95	425.5	1.06
I11401_2	PFI0530c	DNA primase, large subunit, putative	650.62	464.83	0.71
I11448_2	PFI0265c	rhoptry protein, putative	466.95	430.5	0.92
I11448_5	PFI0265c	rhoptry protein, putative	789.28	751.5	0.95
I11495_1	MAL7P1.84	hypothetical protein	544.28	599.16	1.1
I11523_2	NULL		1108.62	1092.16	0.99
I11523_4	PFI0425w	transporter, putative	754.28	696.16	0.92
I11584_1	PF13_0193	MSP7-like protein	623.62	591.5	0.95
I1175_1	PFI1185c	hypothetical protein	677.95	638.83	0.94
I11857_1	NULL		909.28	875.5	0.96
I11857_2	PFI0865w	hypothetical protein, conserved	671.95	624.5	0.93
I11857_3	PFI0865w	hypothetical protein, conserved	1030.28	913.16	0.89
I12038_2	PFI1465w	hypothetical protein	1050.62	999.16	0.95
I12057_1	NULL		457.28	482.83	1.06
I12132_1	PFI1570c	aminopeptidase, putative	816.28	729.5	0.89
I12132_2	NULL		1174.95	1022.83	0.87
I1215_1	PFI0585c	hypothetical protein	632.95	619.83	0.98
I12159_3	NULL		760.95	630.5	0.83
I12192_2	PFI0900w	hypothetical protein	634.28	494.5	0.78
I1225_2	PF14_0492	protein phosphatase 2b regulatory subunit, putative	895.95	818.5	0.91
I12303_1	PFI0445c	hypothetical protein	834.28	742.5	0.89
I12310_2	PFI0160w	hypothetical protein	650.95	636.16	0.98
I12412_1	PFI1775w	hypothetical protein	740.28	793.83	1.07
I12547_1	PFI0310w	hypothetical protein	867.95	790.16	0.91
I12552_2	PFI1755c	hypothetical protein	437.28	417.5	0.95
I12692_1	PFI1470c	hypothetical protein	639.28	655.83	1.03
I12708_1	PF08_0021	hypothetical protein	520.62	474.83	0.91
I1272_1	NULL		-7.24	20.17	-1
I12812_3	PFI1715w	hypothetical protein	546.62	508.83	0.93
I12816_1	PFI0165c	DEAD/DEAH box helicase, putative	627.62	689.83	1.1
I12861_2	PFI0875w	Heat shock protein	759.62	742.5	0.98
I12861_2f	NULL		28.1	-4.56	-1
I12861_2h	NULL		22.43	25.31	1.13
I12861_2i	NULL		52.43	53.81	1.03
I12861_2j	NULL		334.28	306.83	0.92
I1291_1	PFL2365w	hypothetical protein	488.28	484.83	0.99
I12932_1	PFI1120c	hypothetical protein	452.62	423.83	0.94
I13056_1	PFI0755c	6-phosphofructokinase, putative	556.62	513.5	0.92
I13124_2	PFI0835c	N-glycosylase/DNA lyase, putative	723.62	778.83	1.08
I13128_2	MAL7P1.12	erythrocyte membrane-associated antigen	636.28	582.5	0.92
I13129_1	NULL		697.28	647.83	0.93
I13218_1	PFL1665c	hypothetical protein	621.62	492.83	0.79
I13369_1	NULL		877.62	797.5	0.91
I13369_2	PFI0655c	hypothetical protein	767.62	831.83	1.08
I13417_1	PFI1710w	cytoadherence-linked protein	538.62	548.5	1.02
I13466_1	PFI1320c	hypothetical protein	571.28	587.5	1.03
I13490_2	PFI1125c	3-oxoacyl-(acyl-carrier protein) reductase, putative	770.62	719.5	0.93
I13490_3	NULL		691.95	728.5	1.05
I13569_1	PFI1500w	hypothetical protein	343.95	339.5	0.99
I13569_2	PFI1500w	hypothetical protein	1256.28	1316.16	1.05
I13674_3	PFI0490c	hypothetical protein	756.62	747.16	0.99
I13674_4	PFI0485c	hypothetical protein	1088.28	936.16	0.86
I13674_5	PFI0480w	helicase with Zn-finger motif, putative	437.95	432.83	0.99
I13816_1	NULL		605.28	493.83	0.82
I13901_1	NULL		18846.28	17263.16	0.92
I13908_1	PFI1095w	hypothetical protein	1111.62	1060.16	0.95
I13908_3	PFI1095w	hypothetical protein	589.95	637.5	1.08
I13918_1	PF13_0254	hypothetical protein	584.95	548.16	0.94
I1393_1	PFI0565w	hypothetical protein	622.28	637.5	1.02
I13978_1	NULL		902.28	822.5	0.91
I1401_1	PF11_0190	hypothetical protein	691.62	718.5	1.04
I14041_1	PFI0770c	hypothetical protein	397.95	536.16	1.35
I14125_1	PFL1030w	hypothetical protein	262.62	364.5	1.39
I14195_1	PFI0370c	subunit of proteaseome activator complex, putative	303.62	350.5	1.15
I14201_1	PFI1475w	merozoite surface protein 1, precursor	553.62	4.83	0.01
I14203_2	NULL		1043.95	931.83	0.89
I1431_1	PF07_0074	hypothetical protein	557.28	515.83	0.93
I14335_1	PF13_0091	hypothetical protein	796.28	564.16	0.71
I1437_1	NULL		12.62	9.5	0.75
I14381_1	PF08_0087	importin alpha, putative	386.95	380.83	0.98
I14393_1	PFI1820w	erythrocyte membrane protein 1 (PfEMP1)	388.28	49.16	0.13
I14413_3	PFI0630w	26S proteasome regulatory subunit, putative	429.95	409.5	0.95
I14440_1	PFI0030c	rifin	535.28	83.83	0.16
I1454_1	NULL		605.28	641.16	1.06
I14670_1	NULL		698.95	662.5	0.95
I14670_5	PFI1575c	peptide release factor, putative	550.95	495.83	0.9
I14718_1	MAL13P1.116	hypothetical protein	606.28	526.5	0.87
I14729_1	MAL13P1.293	hypothetical protein	817.28	738.16	0.9
I14747_2	MAL13P1.310	hypothetical protein	856.95	814.5	0.95
I14759_1	NULL		721.28	659.83	0.91
I14812_1	PFI1090w	s-adenosylmethionine synthetase, putative	558.62	632.5	1.13
I14864_1	PFI1120c	hypothetical protein	736.62	751.16	1.02
I14956_1	PFI1445w	hypothetical protein	721.28	626.5	0.87
I14975_1	PF07_0128	erythrocyte binding antigen	679.38	626.03	0.92
I1520_1	MAL13P1.328	hypothetical protein	525.28	516.16	0.98
I1522_1	PFI1145w	hypothetical protein	705.62	686.83	0.97
I1522_2	PFI1145w	hypothetical protein	256.95	280.83	1.09
I15266_1	NULL		553.62	608.5	1.1
I15351_1	MAL13P1.114	hypothetical protein	729.62	570.83	0.78
I15358_1	PFI0715w	hypothetical protein, conserved	603.95	564.83	0.94
I15363_1	PFI0200c	adapter-related protein, putative	504.95	460.5	0.91
I15363_2	PFI0200c	adapter-related protein, putative	728.28	830.5	1.14
I15423_1	NULL		1103.95	1020.16	0.92
I15461_1	PFI0665w	hypothetical protein	1151.95	1140.16	0.99
I15461_2	PFI0665w	hypothetical protein	750.95	668.16	0.89
I15505_1	MAL6P1.139	hypothetical protein	570.28	632.5	1.11
I15544_1	PFI0405w	hypothetical protein	983.95	743.16	0.76
I15642_1	PFL0935c	erythrocyte membrane protein 1 (PfEMP1)	752.28	67.16	0.09
I1568_2	PFI1455c	hypothetical protein	1061.95	818.5	0.77
I1568_6	NULL		846.62	796.16	0.94
I15719_2	PFI0795w	hypothetical protein	606.95	576.16	0.95
I15719_4	PFI0795w	hypothetical protein	916.95	846.83	0.92
I15763_1	PFI1040c	hypothetical protein	779.95	846.16	1.08
I15858_1	PFI0120c	hypothetical protein	844.62	779.16	0.92
I15861_1	PFI0895c	hypothetical protein, conserved	1072.95	886.5	0.83
I15861_2	PFI0895c	hypothetical protein, conserved	714.95	671.5	0.94
I15870_1	PFI0565w	hypothetical protein	866.28	859.83	0.99
